EN,LA,Formal,Article
Colours,Кольори,2,none
Black,Чорний,2,none
Blue,Синій,2,none
Brown,Коричневий,2,none
Gray,Сірий,2,none
Green,Зелений,2,none
Orange,Помаранчевий,2,none
Purple,Фіолетовий,2,none
Red,Червоний,2,none
White,Білий,2,none
Yellow,Жовтий,2,none
